date,shelter_trend
2020-03-01,0.25409846153846155
2020-03-02,0.20800153846153846
2020-03-03,0.22590538461538462
2020-03-04,0.2325930769230769
2020-03-05,0.22017692307692308
2020-03-06,0.21698615384615383
2020-03-07,0.24562384615384614
2020-03-08,0.24990153846153845
2020-03-09,0.20149076923076922
2020-03-10,0.2233330769230769
2020-03-11,0.22742076923076923
2020-03-12,0.23120846153846156
2020-03-13,0.22726
2020-03-14,0.25346153846153846
2020-03-15,0.2668761538461538
2020-03-16,0.24781384615384613
2020-03-17,0.28176999999999996
2020-03-18,0.3019246153846154
2020-03-19,0.3181638461538462
2020-03-20,0.32681846153846156
2020-03-21,0.38228307692307695
2020-03-22,0.4519107692307692
2020-03-23,0.4440576923076923
2020-03-24,0.39336538461538456
2020-03-25,0.49377923076923075
2020-03-26,0.48736307692307695
2020-03-27,0.46837153846153845
2020-03-28,0.47757230769230763
2020-03-29,0.4973423076923077
2020-03-30,0.45826076923076925
2020-03-31,0.4561146153846154
2020-04-01,0.46356384615384616
2020-04-02,0.4704261538461539
2020-04-03,0.4668761538461539
2020-04-04,0.4759592307692308
2020-04-05,0.5006961538461538
2020-04-06,0.4496284615384615
2020-04-07,0.44478923076923077
2020-04-08,0.43307076923076926
2020-04-09,0.4854976923076923
2020-04-10,0.5139276923076923
2020-04-11,0.4981707692307692
2020-04-12,0.5160346153846154
2020-04-13,0.44733461538461533
2020-04-14,0.4462092307692308
2020-04-15,0.45356307692307696
2020-04-16,0.44936461538461536
2020-04-17,0.44006538461538464
2020-04-18,0.43860307692307693
2020-04-19,0.47471153846153846
2020-04-20,0.4257007692307692
2020-04-21,0.43375230769230766
2020-04-22,0.43205846153846156
2020-04-23,0.4355276923076923
2020-04-24,0.42574538461538464
2020-04-25,0.4303876923076923
2020-04-26,0.45600615384615384
2020-04-27,0.4058453846153846
2020-04-28,0.39717538461538465
2020-04-29,0.39773307692307697
2020-04-30,0.38914076923076923
2020-05-01,0.4427823076923077
2020-05-02,0.41705692307692305
2020-05-03,0.47575384615384614
2020-05-04,0.38529
2020-05-05,0.39073153846153846
2020-05-06,0.38815076923076924
2020-05-07,0.3963538461538461
2020-05-08,0.3888623076923077
2020-05-09,0.4069330769230769
2020-05-10,0.47393230769230765
2020-05-11,0.38522615384615383
2020-05-12,0.3795546153846154
2020-05-13,0.3809253846153846
2020-05-14,0.3910123076923077
2020-05-15,0.38033153846153844
2020-05-16,0.39961384615384615
2020-05-17,0.47696846153846156
2020-05-18,0.36937769230769235
2020-05-19,0.4025261538461538
2020-05-20,0.3913630769230769
2020-05-21,0.38593076923076924
2020-05-22,0.36168
2020-05-23,0.4413415384615385
2020-05-24,0.47232384615384615
2020-05-25,0.4509346153846154
2020-05-26,0.33983153846153846
2020-05-27,0.35768
2020-05-28,0.35273
2020-05-29,0.36485999999999996
2020-05-30,0.4411738461538462
2020-05-31,0.4689023076923077
2020-06-01,0.34510307692307696
2020-06-02,0.3637215384615385
2020-06-03,0.36203153846153846
2020-06-04,0.36040846153846157
2020-06-05,0.3541176923076923
2020-06-06,0.39875846153846156
2020-06-07,0.42878769230769237
2020-06-08,0.33845153846153847
2020-06-09,0.3556069230769231
2020-06-10,0.36388923076923074
2020-06-11,0.35066615384615385
2020-06-12,0.3417438461538461
2020-06-13,0.3837538461538461
2020-06-14,0.40681307692307694
2020-06-15,0.40855153846153847
2020-06-16,0.3289153846153846
2020-06-17,0.34655769230769234
2020-06-18,0.3379376923076923
2020-06-19,0.33797692307692306
2020-06-20,0.38734846153846153
2020-06-21,0.41766
2020-06-22,0.4153984615384615
2020-06-23,0.33990230769230767
2020-06-24,0.33545615384615385
2020-06-25,0.34101230769230767
2020-06-26,0.34391692307692306
2020-06-27,0.3859530769230769
2020-06-28,0.41227384615384616
2020-06-29,0.40492153846153844
2020-06-30,0.3317476923076923
2020-07-01,0.3248553846153846
2020-07-02,0.3488784615384616
2020-07-03,0.33249384615384614
2020-07-04,0.38320461538461537
2020-07-05,0.42217000000000005
2020-07-06,0.32136461538461536
2020-07-07,0.34510384615384615
2020-07-08,0.35623076923076924
2020-07-09,0.3482192307692307
2020-07-10,0.32915692307692307
2020-07-11,0.3783446153846154
2020-07-12,0.41203999999999996
2020-07-13,0.3345992307692308
2020-07-14,0.3423376923076923
2020-07-15,0.33836846153846156
2020-07-16,0.3435153846153846
2020-07-17,0.3369015384615385
2020-07-18,0.3908630769230769
2020-07-19,0.41431384615384614
2020-07-20,0.40917846153846155
2020-07-21,0.33638307692307695
2020-07-22,0.35126615384615384
2020-07-23,0.3446069230769231
2020-07-24,0.3525023076923077
2020-07-25,0.39014153846153843
2020-07-26,0.4078869230769231
2020-07-27,0.33838076923076926
2020-07-28,0.3370523076923077
2020-07-29,0.34163230769230774
2020-07-30,0.3407569230769231
2020-07-31,0.33796461538461536
2020-08-01,0.35527923076923074
2020-08-02,0.3892476923076923
2020-08-03,0.32174846153846154
2020-08-04,0.33524846153846155
2020-08-05,0.32797846153846155
2020-08-06,0.32622384615384614
2020-08-07,0.3733107692307692
2020-08-08,0.35017692307692305
2020-08-09,0.3860892307692308
2020-08-10,0.32115846153846156
2020-08-11,0.3343953846153846
2020-08-12,0.3425692307692308
2020-08-13,0.3440407692307692
2020-08-14,0.3236415384615385
2020-08-15,0.3277430769230769
2020-08-16,0.3787115384615385
2020-08-17,0.3702
2020-08-18,0.31798615384615386
2020-08-19,0.33352615384615386
2020-08-20,0.3286061538461538
2020-08-21,0.3337646153846154
2020-08-22,0.3501346153846154
2020-08-23,0.3749330769230769
2020-08-24,0.31764615384615386
2020-08-25,0.33396615384615386
2020-08-26,0.32266692307692313
2020-08-27,0.3178446153846154
2020-08-28,0.3065276923076923
2020-08-29,0.3158953846153846
2020-08-30,0.3487
2020-08-31,0.2939923076923077
2020-09-01,0.3053269230769231
2020-09-02,0.3065292307692308
2020-09-03,0.31516692307692307
2020-09-04,0.3160630769230769
2020-09-05,0.3129046153846154
2020-09-06,0.3430407692307692
2020-09-07,0.3068753846153846
2020-09-08,0.32132153846153844
2020-09-09,0.30792230769230766
2020-09-10,0.3368069230769231
2020-09-11,0.325973076923077
2020-09-12,0.3275546153846154
2020-09-13,0.35016153846153847
2020-09-14,0.2954892307692308
2020-09-15,0.3121625
2020-09-16,0.31502636363636366
2020-09-17,0.3065833333333333
2020-09-18,0.2988876923076923
2020-09-19,0.3041216666666667
2020-09-20,0.3186415384615385
2020-09-21,0.30278307692307693
2020-09-22,0.30388461538461536
2020-09-23,0.2923033333333333
2020-09-24,0.3068033333333333
2020-09-25,0.28665083333333335
2020-09-26,0.29759166666666664
2020-09-27,0.3245308333333333
2020-09-28,0.28082583333333333
2020-09-29,0.3068016666666667
2020-09-30,0.29931916666666664
2020-10-01,0.2882
2020-10-02,0.2852208333333333
2020-10-03,0.3024191666666667
2020-10-04,0.32148
2020-10-05,0.28737666666666667
2020-10-06,0.29231583333333333
2020-10-07,0.30375583333333334
2020-10-08,0.2916225
2020-10-09,0.2893383333333333
2020-10-10,0.2969466666666667
2020-10-11,0.31904
2020-10-12,0.3128707692307692
2020-10-13,0.3070283333333333
2020-10-14,0.31492416666666667
2020-10-15,0.2897433333333333
2020-10-16,0.28870583333333333
2020-10-17,0.29621333333333333
2020-10-18,0.3147783333333333
2020-10-19,0.29422333333333334
2020-10-20,0.3063925
2020-10-21,0.2889333333333333
2020-10-22,0.3090908333333333
2020-10-23,0.3003091666666667
2020-10-24,0.3138458333333333
2020-10-25,0.30896
2020-10-26,0.2840508333333333
2020-10-27,0.2962858333333333
2020-10-28,0.30280250000000003
2020-10-29,0.31005
2020-10-30,0.2845225
2020-10-31,0.31312333333333336
2020-11-01,0.3233591666666667
2020-11-02,0.2996646153846154
2020-11-03,0.2836653846153846
2020-11-04,0.29527166666666665
2020-11-05,0.2910416666666667
2020-11-06,0.3018075
2020-11-07,0.2934975
2020-11-08,0.3061241666666667
2020-11-09,0.2770533333333333
2020-11-10,0.29019833333333334
2020-11-11,0.31055083333333333
2020-11-12,0.2904025
2020-11-13,0.29893166666666665
2020-11-14,0.3349058333333333
2020-11-15,0.31193615384615386
2020-11-16,0.3121716666666667
2020-11-17,0.2928175
2020-11-18,0.29885
2020-11-19,0.28926583333333333
2020-11-20,0.2742058333333333
2020-11-21,0.2774775
2020-11-22,0.28777
2020-11-23,0.2660375
2020-11-24,0.2815033333333333
2020-11-25,0.2719916666666667
2020-11-26,0.27233916666666663
2020-11-27,0.26507416666666667
2020-11-28,0.2821791666666667
2020-11-29,0.2864683333333333
2020-11-30,0.2635841666666667
2020-12-01,0.2725208333333333
2020-12-02,0.27650083333333336
2020-12-03,0.26676
2020-12-04,0.25600416666666664
2020-12-05,0.25177727272727274
2020-12-06,0.27522416666666666
2020-12-07,0.242285
2020-12-08,0.28760461538461535
2020-12-09,0.26586166666666666
2020-12-10,0.2751183333333333
2020-12-11,0.26382333333333335
2020-12-12,0.27120916666666667
2020-12-13,0.2905583333333333
2020-12-14,0.25101384615384614
2020-12-15,0.264765
2020-12-16,0.26808
2020-12-17,0.26628666666666667
2020-12-18,0.2652538461538461
2020-12-19,0.260905
2020-12-20,0.2662830769230769
2020-12-21,0.2344015384615385
2020-12-22,0.2504046153846154
2020-12-23,0.24152692307692308
2020-12-24,0.23557923076923076
2020-12-25,0.2703546153846154
2020-12-26,0.27067153846153846
2020-12-27,0.2847684615384615
2020-12-28,0.25662769230769233
2020-12-29,0.25412153846153845
2020-12-30,0.24385384615384617
2020-12-31,0.24061538461538462
2021-01-01,0.2476846153846154
2021-01-02,0.26875
2021-01-03,0.27259785714285717
2021-01-04,0.2612285714285714
2021-01-05,0.26999153846153845
2021-01-06,0.2813676923076923
2021-01-07,0.28882153846153846
2021-01-08,0.28362916666666665
2021-01-09,0.33952923076923075
2021-01-10,0.36554384615384616
2021-01-11,0.34623692307692305
2021-01-12,0.26773833333333336
2021-01-13,0.28335
2021-01-14,0.29029083333333333
2021-01-15,0.27903
2021-01-16,0.280945
2021-01-17,0.2862561538461538
2021-01-18,0.2599783333333333
2021-01-19,0.27772
2021-01-20,0.27470272727272727
2021-01-21,0.27913
2021-01-22,0.276708
2021-01-23,0.2788972727272727
2021-01-24,0.2931490909090909
2021-01-25,0.25315818181818184
2021-01-26,0.2774209090909091
2021-01-27,0.27984636363636367
2021-01-28,0.2802372727272727
2021-01-29,0.27659
2021-01-30,0.27102181818181814
2021-01-31,0.27669666666666665
2021-02-01,0.245539
2021-02-02,0.269717
2021-02-03,0.276189
2021-02-04,0.285045
2021-02-05,0.27264
2021-02-06,0.28039454545454545
2021-02-07,0.29450909090909094
2021-02-08,0.25991000000000003
2021-02-09,0.29547090909090906
2021-02-10,0.28742
2021-02-11,0.2885418181818182
2021-02-12,0.2768481818181818
2021-02-13,0.2897781818181818
2021-02-14,0.29599916666666665
2021-02-15,0.27001166666666665
2021-02-16,0.28594200000000003
2021-02-17,0.28298636363636365
2021-02-18,0.281968
2021-02-19,0.27884363636363635
2021-02-20,0.27996
2021-02-21,0.2902418181818182
2021-02-22,0.2638890909090909
2021-02-23,0.278833
2021-02-24,0.2823409090909091
2021-02-25,0.2781
2021-02-26,0.27287818181818185
2021-02-27,0.271594
2021-02-28,0.2715981818181818
2021-03-01,0.2569618181818182
2021-03-02,0.27304727272727275
2021-03-03,0.27690545454545457
2021-03-04,0.27663454545454547
2021-03-05,0.2689809090909091
2021-03-06,0.27529400000000004
2021-03-07,0.2801681818181818
2021-03-08,0.24750363636363637
2021-03-09,0.28547500000000003
2021-03-10,0.281173
2021-03-11,0.279169
2021-03-12,0.271246
2021-03-13,0.274914
2021-03-14,0.28707699999999997
2021-03-15,0.26354636363636363
2021-03-16,0.27472799999999997
2021-03-17,0.276175
2021-03-18,0.281829
2021-03-19,0.275255
2021-03-20,0.26719
2021-03-21,0.27565999999999996
2021-03-22,0.28836
2021-03-23,0.270737
2021-03-24,0.27244
2021-03-25,0.2742463636363636
2021-03-26,0.259007
2021-03-27,0.26534800000000003
2021-03-28,0.276022
2021-03-29,0.24861727272727274
2021-03-30,0.26121636363636364
2021-03-31,0.24672200000000002
2021-04-01,0.2924558333333333
2021-04-02,0.32243769230769226
2021-04-03,0.27106846153846154
2021-04-04,0.2763615384615385
2021-04-05,0.25786363636363635
2021-04-06,0.28878499999999996
2021-04-07,0.29582545454545456
2021-04-08,0.286938
2021-04-09,0.286868
