date,mobility_trend
2020-03-01,-0.018501666666666666
2020-03-02,-0.00024749999999999946
2020-03-03,-0.008921666666666666
2020-03-04,0.065465
2020-03-05,0.04762583333333333
2020-03-06,0.09404166666666668
2020-03-07,0.12042416666666667
2020-03-08,0.06530153846153847
2020-03-09,0.030436923076923077
2020-03-10,0.007138333333333334
2020-03-11,0.03453615384615384
2020-03-12,0.02713666666666667
2020-03-13,0.037965
2020-03-14,0.08608
2020-03-15,-0.004616153846153845
2020-03-16,-0.098055
2020-03-17,-0.1248823076923077
2020-03-18,-0.14999153846153845
2020-03-19,-0.16466916666666667
2020-03-20,-0.13532923076923076
2020-03-21,-0.39788
2020-03-22,-0.4435684615384616
2020-03-23,-0.50725
2020-03-24,-0.39686916666666666
2020-03-25,-0.4430053846153846
2020-03-26,-0.4596407142857143
2020-03-27,-0.49920214285714287
2020-03-28,-0.42724615384615383
2020-03-29,-0.46757857142857145
2020-03-30,-0.4681821428571428
2020-03-31,-0.45703499999999997
2020-04-01,-0.44349428571428573
2020-04-02,-0.4361592857142857
2020-04-03,-0.44467500000000004
2020-04-04,-0.4358542857142857
2020-04-05,-0.43830785714285714
2020-04-06,-0.47124428571428567
2020-04-07,-0.43893642857142856
2020-04-08,-0.43525214285714287
2020-04-09,-0.4994164285714286
2020-04-10,-0.5531914285714286
2020-04-11,-0.5036007692307692
2020-04-12,-0.47645857142857145
2020-04-13,-0.4745976923076923
2020-04-14,-0.44934461538461534
2020-04-15,-0.3948057142857143
2020-04-16,-0.4147314285714286
2020-04-17,-0.43503538461538466
2020-04-18,-0.42003142857142856
2020-04-19,-0.4363115384615385
2020-04-20,-0.4306484615384616
2020-04-21,-0.43692000000000003
2020-04-22,-0.39142642857142856
2020-04-23,-0.38684642857142854
2020-04-24,-0.39998
2020-04-25,-0.35926642857142854
2020-04-26,-0.41244166666666665
2020-04-27,-0.3795442857142857
2020-04-28,-0.34956692307692305
2020-04-29,-0.33955714285714284
2020-04-30,-0.3372707142857143
2020-05-01,-0.3697169230769231
2020-05-02,-0.355575
2020-05-03,-0.40216142857142856
2020-05-04,-0.37452384615384615
2020-05-05,-0.34130214285714283
2020-05-06,-0.30332
2020-05-07,-0.3086592857142857
2020-05-08,-0.30959214285714287
2020-05-09,-0.2615692857142857
2020-05-10,-0.32201714285714284
2020-05-11,-0.2901978571428572
2020-05-12,-0.29764166666666664
2020-05-13,-0.2776938461538462
2020-05-14,-0.2532385714285714
2020-05-15,-0.24595571428571428
2020-05-16,-0.2429646153846154
2020-05-17,-0.2924707142857143
2020-05-18,-0.2791328571428571
2020-05-19,-0.27721384615384614
2020-05-20,-0.25313538461538465
2020-05-21,-0.23776153846153847
2020-05-22,-0.23578076923076924
2020-05-23,-0.2040076923076923
2020-05-24,-0.24571307692307692
2020-05-25,-0.30845538461538463
2020-05-26,-0.26588153846153845
2020-05-27,-0.22211
2020-05-28,-0.21919769230769232
2020-05-29,-0.2100292307692308
2020-05-30,-0.15374916666666666
2020-05-31,-0.20420357142857143
2020-06-01,-0.24276357142857144
2020-06-02,-0.22647916666666668
2020-06-03,-0.19306916666666665
2020-06-04,-0.15643307692307692
2020-06-05,-0.17345076923076921
2020-06-06,-0.1440725
2020-06-07,-0.21377666666666664
2020-06-08,-0.22811083333333335
2020-06-09,-0.20274416666666664
2020-06-10,-0.1775327272727273
2020-06-11,-0.17353454545454544
2020-06-12,-0.17795454545454545
2020-06-13,-0.10878166666666667
2020-06-14,-0.19990363636363637
2020-06-15,-0.27910454545454544
2020-06-16,-0.16366181818181816
2020-06-17,-0.1301
2020-06-18,-0.1636291666666667
2020-06-19,-0.14217333333333335
2020-06-20,-0.06487083333333334
2020-06-21,-0.19208083333333334
2020-06-22,-0.3042018181818182
2020-06-23,-0.17829833333333334
2020-06-24,-0.10986666666666667
2020-06-25,-0.10718666666666667
2020-06-26,-0.11896916666666667
2020-06-27,-0.11019090909090909
2020-06-28,-0.1937616666666667
2020-06-29,-0.23034166666666667
2020-06-30,-0.12053416666666666
2020-07-01,-0.12523166666666666
2020-07-02,-0.1622218181818182
2020-07-03,-0.09223333333333333
2020-07-04,-0.06955916666666667
2020-07-05,-0.12728083333333332
