date,mobility_trend
2020-03-01,-0.05362999999999999
2020-03-02,-0.006136666666666668
2020-03-03,-0.017631666666666667
2020-03-04,-0.012641666666666667
2020-03-05,0.02076
2020-03-06,-0.0030199999999999984
2020-03-07,0.0008716666666666659
2020-03-08,0.031445
2020-03-09,-0.010076666666666666
2020-03-10,-0.035146666666666666
2020-03-11,0.017741666666666666
2020-03-12,-0.04512
2020-03-13,0.023930000000000003
2020-03-14,0.015384999999999998
2020-03-15,-0.007006666666666668
2020-03-16,-0.064635
2020-03-17,-0.07500333333333332
2020-03-18,-0.07285
2020-03-19,-0.11275500000000001
2020-03-20,-0.13051000000000001
2020-03-21,-0.10580166666666667
2020-03-22,-0.2731383333333333
2020-03-23,-0.2850333333333333
2020-03-24,-0.28946
2020-03-25,-0.480375
2020-03-26,-0.5001266666666667
2020-03-27,-0.47516833333333336
2020-03-28,-0.4467083333333333
2020-03-29,-0.4432933333333333
2020-03-30,-0.4941333333333333
2020-03-31,-0.42692
2020-04-01,-0.4067483333333333
2020-04-02,-0.4239483333333333
2020-04-03,-0.41890333333333335
2020-04-04,-0.4401266666666667
2020-04-05,-0.4378866666666667
2020-04-06,-0.4687266666666667
2020-04-07,-0.46401833333333337
2020-04-08,-0.39809333333333335
2020-04-09,-0.48033
2020-04-10,-0.5151849999999999
2020-04-11,-0.51322
2020-04-12,-0.5063233333333333
2020-04-13,-0.3909316666666667
2020-04-14,-0.4254483333333334
2020-04-15,-0.37543333333333334
2020-04-16,-0.3857283333333333
2020-04-17,-0.36003
2020-04-18,-0.4752183333333333
2020-04-19,-0.5002783333333334
2020-04-20,-0.3425833333333333
2020-04-21,-0.3891716666666667
2020-04-22,-0.3549933333333333
2020-04-23,-0.38572999999999996
2020-04-24,-0.33498500000000003
2020-04-25,-0.4343066666666667
2020-04-26,-0.4452316666666667
2020-04-27,-0.3084716666666667
2020-04-28,-0.33812166666666665
2020-04-29,-0.32822666666666667
2020-04-30,-0.31792333333333334
2020-05-01,-0.33849
2020-05-02,-0.43096
2020-05-03,-0.46245166666666665
2020-05-04,-0.28609833333333334
2020-05-05,-0.3479366666666666
2020-05-06,-0.31869833333333336
2020-05-07,-0.27318333333333333
2020-05-08,-0.27020666666666665
2020-05-09,-0.40715833333333334
2020-05-10,-0.3796916666666667
2020-05-11,-0.28475333333333336
2020-05-12,-0.27470833333333333
2020-05-13,-0.30204166666666665
2020-05-14,-0.256075
2020-05-15,-0.2626566666666667
2020-05-16,-0.36276833333333336
2020-05-17,-0.37614333333333333
2020-05-18,-0.23860499999999998
2020-05-19,-0.25528833333333334
